iter	RMSE
437	1.813866457
438	1.812948379
439	1.81208665
440	1.810974339
441	1.810188007
442	1.809247487
443	1.80871184
444	1.808089911
445	1.807297763
446	1.806310659
447	1.805657437
448	1.804768527
449	1.80394524
450	1.802948159
451	1.802159106
452	1.801438846
453	1.80111019
454	1.800453638
455	1.800108607
456	1.799384517
457	1.79878606
458	1.797704481
459	1.797381871
460	1.79653098
461	1.795633323
462	1.794964009
463	1.79440033
464	1.793428109
465	1.793209864
466	1.792047451
467	1.791232134
468	1.790584468
469	1.789983814
470	1.789142451
471	1.789102909
472	1.788978152
473	1.78818058
474	1.787911218
475	1.78729341
476	1.786916989
477	1.785820149
478	1.785354326
479	1.78480286
480	1.783678822
481	1.783219696
482	1.782705593
483	1.781891478
484	1.78114871
485	1.780684962
486	1.780360902
487	1.779992584
488	1.779686503
489	1.779002639
490	1.77863462
491	1.778177986
492	1.777644051
493	1.777232541
494	1.776791074
495	1.77577792
496	1.77534948
497	1.774894206
498	1.774456924
499	1.774118149
500	1.773368687
501	1.7727048
502	1.771868455
503	1.771506042
504	1.770938962
505	1.770500392
506	1.769638558
507	1.768732525
508	1.768264681
509	1.767480228
510	1.766857623
511	1.766406417
512	1.766140571
513	1.765368271
514	1.764910873
515	1.764255729
516	1.763768897
517	1.762993056
518	1.762479803
519	1.761977513
520	1.761527484
521	1.760919726
522	1.760563087
523	1.759841288
524	1.75978508
525	1.758746824
526	1.758071225
527	1.757384423
528	1.756501776
529	1.755934854
530	1.754974496
531	1.754576103
532	1.75401229
533	1.75353702
534	1.752904864
535	1.752370325
536	1.751907003
537	1.751361549
538	1.751035763
539	1.750685234
540	1.750458483
541	1.750011035
542	1.749193038
543	1.748770062
544	1.747970074
545	1.747400486
546	1.746663064
547	1.745836647
548	1.744976095
549	1.744071405
550	1.743550846
551	1.742810119
552	1.742644845
553	1.742237818
554	1.741549195
555	1.740808955
556	1.740471832
557	1.739930274
558	1.739351082
559	1.738808967
560	1.738692633
561	1.737731952
562	1.73716923
563	1.736899106
564	1.736747904
565	1.735973514
566	1.735255406
567	1.734576026
568	1.734306201
569	1.734196582
570	1.733686882
571	1.733585374
572	1.733127032
573	1.732705578
574	1.732010861
575	1.731259975
576	1.731055604
577	1.73060757
578	1.730090954
579	1.729965452
580	1.729648062
581	1.729554092
582	1.728904492
583	1.72840989
584	1.727812573
585	1.727461308
586	1.72697576
587	1.726376792
588	1.72593871
589	1.725332757
590	1.72517855
591	1.724743255
592	1.724423895
593	1.723713908
594	1.723236833
595	1.722915123
596	1.722824147
597	1.722023929
598	1.721190559
599	1.721087322
600	1.721024426
601	1.720525114
602	1.720231861
603	1.719685752
604	1.719387548
605	1.719004054
606	1.7184951
607	1.717838053
608	1.71746705
609	1.716958573
610	1.716394846
611	1.716112441
612	1.715088964
613	1.714786219
614	1.714324715
615	1.713598467
616	1.713370409
617	1.712886328
618	1.712629002
619	1.712250757
620	1.711831375
621	1.711441268
622	1.710902873
623	1.710664249
624	1.710033204
625	1.709468913
626	1.708922763
627	1.708446979
628	1.707916059
629	1.707461951
630	1.707110272
631	1.706444498
632	1.706005629
633	1.705419042
634	1.70498854
635	1.704402286
636	1.704098506
637	1.704047778
638	1.703625371
639	1.703075455
640	1.702913484
641	1.702288303
642	1.701552068
643	1.701451589
644	1.700850539
645	1.700658725
646	1.700329637
647	1.699869358
648	1.699774357
649	1.699329517
650	1.698701857
651	1.698314039
652	1.697836431
653	1.69747583
654	1.697036093
655	1.696725939
656	1.696072934
657	1.695457157
658	1.695413434
659	1.694957761
660	1.694465221
661	1.694413903
662	1.6938002
663	1.693445054
664	1.692919861
665	1.692574388
666	1.692425945
667	1.69210982
668	1.692068062
669	1.691503106
670	1.691166116
671	1.690788365
672	1.690430104
673	1.689913199
674	1.689287901
675	1.689049625
676	1.688595289
677	1.688193108
678	1.688159054
679	1.687579868
680	1.687320851
681	1.68701518
682	1.686656368
683	1.686492821
684	1.686036086
685	1.685997102
686	1.685423313
687	1.685038395
688	1.684792231
689	1.684414682
690	1.684256568
691	1.683369554
692	1.68288719
693	1.682446136
694	1.682108176
695	1.681627455
696	1.681189939
697	1.680354971
698	1.679474484
699	1.678998783
700	1.678591741
701	1.678325657
702	1.677950075
703	1.677793694
704	1.677221469
705	1.677088952
706	1.676966722
707	1.676314577
708	1.675693205
709	1.675543742
710	1.67545867
711	1.675160755
712	1.674962097
713	1.674379879
714	1.674014494
715	1.673745415
716	1.673423949
717	1.67292759
718	1.672480861
719	1.672396432
720	1.672193795
721	1.671711573
722	1.671277509
723	1.671233968
724	1.670877556
725	1.670278158
726	1.669993226
727	1.669520911
728	1.669105989
729	1.668737161
730	1.668418152
731	1.66803065
732	1.667941565
733	1.667579266
734	1.667077462
735	1.666980479
736	1.666432981
737	1.666329352
738	1.666115878
739	1.665664482
740	1.665339671
741	1.664685731
742	1.664313031
743	1.663916158
744	1.663612765
745	1.663329797
746	1.662914741
747	1.662242031
748	1.661830081
749	1.6613392
750	1.661077962
751	1.660545554
752	1.660234113
753	1.659760289
754	1.659297014
755	1.658688404
756	1.658354479
757	1.658045825
758	1.657683296
759	1.657463978
760	1.657201829
761	1.656511354
762	1.656249598
763	1.655711685
764	1.655279908
765	1.65479287
766	1.654629793
767	1.654214332
768	1.653751674
769	1.653492645
770	1.65316201
771	1.65293342
772	1.652732642
773	1.652452491
774	1.652119981
775	1.651675353
776	1.651328402
777	1.651084922
778	1.650705116
779	1.650296329
780	1.649847152
781	1.649576164
782	1.649356923
783	1.648612446
784	1.648223818
785	1.647682632
786	1.647525533
787	1.64741962
788	1.647054458
789	1.646398982
790	1.64611998
791	1.645768571
792	1.64539119
793	1.645231695
794	1.64490282
795	1.64461336
796	1.644188614
797	1.643852749
798	1.643587006
799	1.643325446
800	1.643143882
801	1.642783347
802	1.64243773
803	1.641927441
804	1.641425143
805	1.641298749
806	1.64073268
807	1.640494788
808	1.640266946
809	1.639862262
810	1.639570427
811	1.639147333
812	1.638534615
813	1.638430123
814	1.638353029
815	1.637829125
816	1.637447073
817	1.637076829
818	1.63665495
819	1.636173071
820	1.635454197
821	1.63502478
822	1.634668692
823	1.634571861
824	1.634496935
825	1.634115848
826	1.633441922
827	1.633166462
828	1.63287451
829	1.632610363
830	1.63222285
831	1.631905982
832	1.631424237
833	1.630977572
834	1.630929989
835	1.630713453
836	1.630381854
837	1.629962029
838	1.629611097
839	1.629140516
840	1.628828656
841	1.628539498
842	1.628222884
843	1.627794605
844	1.627673554
845	1.62693769
846	1.626745199
847	1.626348739
848	1.626218856
849	1.62584684
850	1.625567386
851	1.625179127
852	1.625146911
853	1.624603971
854	1.624225522
855	1.623982191
856	1.62377704
857	1.62347214
858	1.623029023
859	1.622710815
860	1.622521955
861	1.622192962
862	1.621955644
863	1.621634906
864	1.621365939
865	1.620858392
866	1.620394412
867	1.620308339
868	1.620188447
869	1.619760536
870	1.619660968
871	1.619585943
872	1.619136193
873	1.618763961
874	1.618535692
875	1.618311921
876	1.618167758
877	1.617758052
878	1.617315489
879	1.61678765
880	1.616563486
881	1.616448388
882	1.616290215
883	1.615989356
884	1.615597344
885	1.615464258
886	1.614893599
887	1.614863912
888	1.614386631
889	1.614089571
890	1.613600316
891	1.613417672
892	1.613132343
893	1.612903327
894	1.612782529
895	1.612537185
896	1.612214638
897	1.611975212
898	1.611896907
899	1.611877664
900	1.611553052
901	1.611226054
902	1.610940848
903	1.610807442
904	1.61074745
905	1.610452416
906	1.610194913
907	1.60994247
908	1.609567848
909	1.609491395
910	1.60947676
911	1.60906166
912	1.608718984
913	1.60841089
914	1.608130454
915	1.607950385
916	1.607834704
917	1.607291921
918	1.607025934
919	1.606683855
920	1.606180566
921	1.605876552
922	1.60570334
923	1.605475105
924	1.605236791
925	1.604798296
926	1.604606964
927	1.604419112
928	1.60409033
929	1.603809239
930	1.603438812
931	1.603114078
932	1.602952618
933	1.602560243
934	1.602296352
935	1.601908967
936	1.601604974
937	1.601397802
938	1.600985607
939	1.600615757
940	1.600288413
941	1.599982827
942	1.599926474
943	1.599589318
944	1.599342012
945	1.599315202
946	1.599058116
947	1.598823376
948	1.598757827
949	1.598458984
950	1.598367751
951	1.598100781
952	1.597810397
953	1.597247187
954	1.596937965
955	1.596515513
956	1.59629662
957	1.596065715
958	1.595712834
959	1.595611965
960	1.595407552
961	1.595231438
962	1.594852669
963	1.594386335
964	1.594269436
965	1.593856721
966	1.593610456
967	1.593357364
968	1.59306718
969	1.592971807
970	1.592607003
971	1.592605623
972	1.592538164
973	1.592087164
974	1.592055236
975	1.591669112
976	1.591237156
977	1.591001745
978	1.590735813
979	1.590501279
980	1.59010225
981	1.589840623
982	1.589441276
983	1.58881038
984	1.588532366
985	1.588528519
986	1.588205223
987	1.587959098
988	1.587605396
989	1.587330318
990	1.585029583
991	1.584755098
992	1.584717454
993	1.584525281
994	1.584132873
995	1.583524424
996	1.583310058
997	1.583132875
998	1.582985647
999	1.582867469
